SummitCode,AssociationName,RegionName,SummitName,AltM,AltFt,GridRef1,GridRef2,Longitude,Latitude,Points,BonusPoints,ValidFrom,ValidTo,ActivationCount,ActivationDate,ActivationCall
W7W/KG-151,USA - Washington,WA-King,Cougar Mountain,1373,4504,-121.641,47.2654,-121.641,47.2654,4,0,01/12/2016,31/12/2099,0,,
W7W/KG-152,USA - Washington,WA-King,4500,1372,4500,-121.6268,47.2878,-121.6268,47.2878,4,0,01/12/2016,31/12/2099,0,,
W7W/KG-153,USA - Washington,WA-King,Mount Lindsay,1335,4380,-121.6823,47.3336,-121.6823,47.3336,4,0,01/12/2016,31/12/2099,0,,
W7W/KG-154,USA - Washington,WA-King,High Devil,1335,4380,-121.6314,47.6863,-121.6314,47.6863,4,0,01/12/2016,31/12/2099,0,,
W7W/KG-155,USA - Washington,WA-King,4140,1262,4140,-121.752,47.3859,-121.752,47.3859,4,0,01/12/2016,31/12/2099,0,,
W7W/KG-156,USA - Washington,WA-King,Rooster Comb Mountain,1252,4107,-121.5731,47.2501,-121.5731,47.2501,4,0,01/12/2016,31/12/2099,0,,
W7W/KG-157,USA - Washington,WA-King,4060,1237,4060,-121.7341,47.3681,-121.7341,47.3681,4,0,01/12/2016,31/12/2099,0,,
W7W/KG-158,USA - Washington,WA-King,3115,949,3115,-121.6981,47.2446,-121.6981,47.2446,2,0,01/12/2016,31/12/2099,0,,
W7W/KG-159,USA - Washington,WA-King,Little Mountain,906,2972,-121.6725,47.3715,-121.6725,47.3715,2,0,01/12/2016,31/12/2099,0,,
W7W/KG-160,USA - Washington,WA-King,2713,827,2713,-121.7597,47.3064,-121.7597,47.3064,2,0,01/12/2016,31/12/2099,0,,
W7W/KG-161,USA - Washington,WA-King,Lookout Mountain,677,2220,-121.8418,47.414,-121.8418,47.414,2,0,01/12/2016,31/12/2099,0,,
W7W/KG-162,USA - Washington,WA-King,Radio Hill,594,1950,-121.9039,47.1868,-121.9039,47.1868,2,0,01/12/2016,31/12/2099,0,,
W7W/LC-001,USA - Washington,WA-Lower Columbia,Mount Saint Helens,2550,8365,-122.1944,46.1911,-122.1944,46.1911,10,3,01/12/2010,31/12/2099,52,23/09/2024,KJ7LLS
W7W/LC-002,USA - Washington,WA-Lower Columbia,Lemei Rock,1806,5925,-121.7599,46.0185,-121.7599,46.0185,6,3,01/12/2010,31/12/2099,4,14/09/2024,K7WXW
W7W/LC-003,USA - Washington,WA-Lower Columbia,Sunrise Peak,1796,5892,-121.759,46.3327,-121.759,46.3327,6,3,01/12/2010,31/12/2099,5,13/08/2023,K7AMM
W7W/LC-004,USA - Washington,WA-Lower Columbia,Mount Whittier,1793,5883,-122.1332,46.3256,-122.1332,46.3256,6,3,01/12/2010,31/12/2099,1,17/08/2016,NS0TA
W7W/LC-005,USA - Washington,WA-Lower Columbia,McCoy Peak,1785,5856,-121.8242,46.33,-121.8242,46.33,6,3,01/12/2010,31/12/2099,0,,
W7W/LC-006,USA - Washington,WA-Lower Columbia,Mount Venus,1774,5820,-122.162,46.3427,-122.162,46.3427,6,3,01/12/2010,31/12/2099,0,,
W7W/LC-007,USA - Washington,WA-Lower Columbia,Jumbo Peak,1768,5801,-121.7683,46.3092,-121.7683,46.3092,6,3,01/12/2010,31/12/2099,4,13/08/2023,K7AMM
W7W/LC-008,USA - Washington,WA-Lower Columbia,Coldwater Peak,1750,5740,-122.1817,46.3,-122.1817,46.3,6,3,01/12/2010,31/12/2099,10,02/08/2023,KD7QOW
W7W/LC-009,USA - Washington,WA-Lower Columbia,Strawberry Mountain,1749,5739,-122.036,46.3838,-122.036,46.3838,6,3,01/12/2010,31/12/2099,1,22/07/2023,KD7QOW
W7W/LC-010,USA - Washington,WA-Lower Columbia,Blue Lake Ridge,1749,5738,-121.6919,46.3786,-121.6919,46.3786,6,3,01/12/2010,31/12/2099,0,,
W7W/LC-011,USA - Washington,WA-Lower Columbia,Craggy Peak,1750,5740,-121.8572,46.2634,-121.8572,46.2634,6,3,01/12/2010,31/12/2099,2,02/08/2015,KG7MZ
W7W/LC-012,USA - Washington,WA-Lower Columbia,Bird Mountain,1739,5706,-121.7809,46.0393,-121.7809,46.0393,6,3,01/12/2010,31/12/2099,3,14/09/2024,KD7QOW
W7W/LC-013,USA - Washington,WA-Lower Columbia,Badger Peak,1726,5664,-121.8942,46.2833,-121.8942,46.2833,6,3,01/12/2010,31/12/2099,2,03/11/2012,KK7DS
W7W/LC-014,USA - Washington,WA-Lower Columbia,Juniper Peak,1710,5611,-121.7781,46.3681,-121.7781,46.3681,6,3,01/12/2010,31/12/2099,1,26/07/2023,KD7QOW
W7W/LC-015,USA - Washington,WA-Lower Columbia,Minnie Peak,1710,5610,-122.1897,46.3277,-122.1897,46.3277,6,3,01/12/2010,31/12/2099,0,,
W7W/LC-016,USA - Washington,WA-Lower Columbia,Kirk Rock,1706,5597,-121.8786,46.2714,-121.8786,46.2714,6,3,01/12/2010,31/12/2099,0,,
W7W/LC-017,USA - Washington,WA-Lower Columbia,Hat Rock,1697,5569,-121.8192,46.2668,-121.8192,46.2668,6,3,01/12/2010,31/12/2099,1,02/10/2021,N7KOM
W7W/LC-018,USA - Washington,WA-Lower Columbia,Strawberry Benchmark,1664,5460,-122.0458,46.3402,-122.0458,46.3402,6,3,01/12/2010,31/12/2099,1,18/08/2016,NS0TA
W7W/LC-019,USA - Washington,WA-Lower Columbia,Snagtooth Mountain,1659,5443,-121.82,46.2558,-121.82,46.2558,6,3,01/12/2010,31/12/2099,1,02/10/2021,N7KOM
W7W/LC-020,USA - Washington,WA-Lower Columbia,Steamboat Mountain,1653,5424,-121.728,46.1383,-121.728,46.1383,6,3,01/12/2010,31/12/2099,25,12/10/2024,ND7Y
W7W/LC-021,USA - Washington,WA-Lower Columbia,Goat Mountain,1652,5420,-122.1021,46.3637,-122.1021,46.3637,6,3,01/12/2010,31/12/2099,3,19/08/2016,NS0TA
W7W/LC-022,USA - Washington,WA-Lower Columbia,Gifford Peak,1636,5368,-121.8049,45.9819,-121.8049,45.9819,6,3,01/12/2010,31/12/2099,9,08/09/2024,NS0TA
W7W/LC-023,USA - Washington,WA-Lower Columbia,Black Mountain,1628,5340,-122.1863,46.3585,-122.1863,46.3585,6,3,01/12/2010,31/12/2099,0,,
W7W/LC-024,USA - Washington,WA-Lower Columbia,French Butte,1617,5306,-121.9272,46.3467,-121.9272,46.3467,6,3,01/12/2010,31/12/2099,4,27/07/2024,KD7QOW
W7W/LC-025,USA - Washington,WA-Lower Columbia,East Crater,1615,5297,-121.7862,45.9982,-121.7862,45.9982,6,3,01/12/2010,31/12/2099,8,07/09/2024,K7WXW
W7W/LC-026,USA - Washington,WA-Lower Columbia,Dark Mountain,1613,5293,-121.7702,46.2769,-121.7702,46.2769,6,3,01/12/2010,31/12/2099,1,02/10/2021,K7AHR
W7W/LC-027,USA - Washington,WA-Lower Columbia,5245 End Fed Pk,1599,5245,-122.1004,46.2994,-122.1004,46.2994,6,3,01/12/2010,31/12/2099,0,,
W7W/LC-028,USA - Washington,WA-Lower Columbia,Quartz Creek Ridge,1599,5245,-121.7514,46.2285,-121.7514,46.2285,6,3,01/12/2010,31/12/2099,4,19/08/2024,KD7QOW
W7W/LC-029,USA - Washington,WA-Lower Columbia,North Quartz Creek Ridge,1597,5238,-121.7275,46.2567,-121.7275,46.2567,6,3,01/12/2010,31/12/2099,4,20/08/2024,KD7QOW
W7W/LC-030,USA - Washington,WA-Lower Columbia,Council Bluff,1579,5180,-121.6378,46.2716,-121.6378,46.2716,6,3,01/12/2010,31/12/2099,7,13/10/2024,KD7LX
W7W/LC-031,USA - Washington,WA-Lower Columbia,Green Mountain,1557,5107,-121.5924,46.3322,-121.5924,46.3322,6,3,01/12/2010,31/12/2099,1,11/08/2023,K7AMM
W7W/LC-032,USA - Washington,WA-Lower Columbia,5060 Full Quieting Mtn,1542,5060,-121.6631,46.099,-121.6631,46.099,6,3,01/12/2010,31/12/2099,4,19/08/2023,K7WXW
W7W/LC-033,USA - Washington,WA-Lower Columbia,5042 Gray-Line Summit,1537,5042,-121.6543,46.3556,-121.6543,46.3556,6,3,01/12/2010,31/12/2099,3,12/08/2023,K7AMM
W7W/LC-034,USA - Washington,WA-Lower Columbia,East Canyon Ridge,1518,4980,-121.6452,46.3035,-121.6452,46.3035,6,3,01/12/2010,31/12/2099,5,11/08/2023,K7AMM
W7W/LC-035,USA - Washington,WA-Lower Columbia,Goat Mountain,1513,4965,-122.3007,46.1637,-122.3007,46.1637,6,3,01/12/2010,31/12/2099,4,05/08/2024,KD7QOW
W7W/LC-036,USA - Washington,WA-Lower Columbia,Red Mountain,1513,4965,-121.8209,45.9349,-121.8209,45.9349,6,3,01/12/2010,31/12/2099,45,24/10/2024,KK7ER
W7W/LC-037,USA - Washington,WA-Lower Columbia,4946 High Pass Mtn,1508,4946,-121.7051,46.3141,-121.7051,46.3141,6,3,01/12/2010,31/12/2099,0,,
W7W/LC-038,USA - Washington,WA-Lower Columbia,4900 CW Ops Pk,1494,4900,-122.2238,46.3363,-122.2238,46.3363,4,0,01/12/2010,31/12/2099,0,,
W7W/LC-039,USA - Washington,WA-Lower Columbia,Spud Hill,1494,4900,-121.7346,46.3447,-121.7346,46.3447,4,0,01/12/2010,31/12/2099,0,,
W7W/LC-040,USA - Washington,WA-Lower Columbia,Lone Butte,1457,4780,-121.8397,46.0546,-121.8397,46.0546,4,0,01/12/2010,31/12/2099,1,25/06/2020,N0SLA
W7W/LC-041,USA - Washington,WA-Lower Columbia,Little Huckleberry Mountain,1451,4761,-121.7047,45.8853,-121.7047,45.8853,4,0,01/12/2010,31/12/2099,16,09/10/2024,WJ7WJ
W7W/LC-042,USA - Washington,WA-Lower Columbia,Spud Mountain,1445,4740,-122.3193,46.2523,-122.3193,46.2523,4,0,01/12/2010,31/12/2099,1,10/09/2023,K7WXW
W7W/LC-043,USA - Washington,WA-Lower Columbia,West Twin Butte,1440,4726,-121.7712,46.1173,-121.7712,46.1173,4,0,01/12/2010,31/12/2099,21,15/09/2024,KK7NLA
W7W/LC-044,USA - Washington,WA-Lower Columbia,4657 Mt Duplex,1419,4657,-122.2177,46.3512,-122.2177,46.3512,4,0,01/12/2010,31/12/2099,0,,
W7W/LC-045,USA - Washington,WA-Lower Columbia,Bismark Mountain,1410,4626,-122.074,46.3053,-122.074,46.3053,4,0,01/12/2010,31/12/2099,0,,
W7W/LC-046,USA - Washington,WA-Lower Columbia,Castle Peak,1408,4621,-122.2974,46.2469,-122.2974,46.2469,4,0,01/12/2010,31/12/2099,3,08/06/2024,WE7CAT
W7W/LC-047,USA - Washington,WA-Lower Columbia,4620 Extra Class Mtn,1408,4620,-122.2648,46.1893,-122.2648,46.1893,4,0,01/12/2010,31/12/2099,1,16/09/2023,K7WXW
W7W/LC-048,USA - Washington,WA-Lower Columbia,Windy Ridge,1405,4608,-122.1239,46.2569,-122.1239,46.2569,4,0,01/12/2010,31/12/2099,4,04/07/2021,KG7EJT
W7W/LC-049,USA - Washington,WA-Lower Columbia,4598 Mt Full Wave,1401,4598,-122.3583,46.1891,-122.3583,46.1891,4,0,01/12/2010,31/12/2099,1,16/09/2023,K7WXW
W7W/LC-050,USA - Washington,WA-Lower Columbia,Squaw Butte,1398,4585,-121.8025,46.1172,-121.8025,46.1172,4,0,01/12/2010,31/12/2099,10,16/09/2024,KK7NLA
W7W/LC-051,USA - Washington,WA-Lower Columbia,4562 Mt Ground Wave,1390,4562,-122.273,46.2224,-122.273,46.2224,4,0,01/12/2010,31/12/2099,1,10/09/2023,K7WXW
W7W/LC-052,USA - Washington,WA-Lower Columbia,West Soda Peaks,1384,4540,-122.0563,45.8831,-122.0563,45.8831,4,0,01/12/2010,31/12/2099,13,14/09/2024,KD7LX
W7W/LC-053,USA - Washington,WA-Lower Columbia,Elk Mountain,1383,4538,-122.4622,46.132,-122.4622,46.132,4,0,01/12/2010,31/12/2099,2,23/09/2023,K7AGL
W7W/LC-054,USA - Washington,WA-Lower Columbia,4500 High Power Mtn,1372,4500,-122.0317,46.2522,-122.0317,46.2522,4,0,01/12/2010,31/12/2099,0,,
W7W/LC-055,USA - Washington,WA-Lower Columbia,Green Lookout Mountain,1354,4442,-122.1244,45.8611,-122.1244,45.8611,4,0,01/12/2010,31/12/2099,3,06/10/2024,KD7QOW
W7W/LC-056,USA - Washington,WA-Lower Columbia,Flattop Mountain,1347,4420,-121.6146,46.0271,-121.6146,46.0271,4,0,01/12/2010,31/12/2099,17,28/09/2024,K7VKK
W7W/LC-057,USA - Washington,WA-Lower Columbia,West Twin Rocks,1341,4398,-122.1007,45.8726,-122.1007,45.8726,4,0,01/12/2010,31/12/2099,3,09/09/2024,KD7QOW
W7W/LC-058,USA - Washington,WA-Lower Columbia,Silver Star Mountain,1338,4390,-122.2389,45.7478,-122.2389,45.7478,4,0,01/12/2010,31/12/2099,72,08/09/2024,WJ7V
W7W/LC-059,USA - Washington,WA-Lower Columbia,Timbered Peak,1335,4381,-122.0518,45.9672,-122.0518,45.9672,4,0,01/12/2010,31/12/2099,8,07/07/2024,KD7QOW
W7W/LC-060,USA - Washington,WA-Lower Columbia,Elk Rock,1335,4380,-122.3466,46.2971,-122.3466,46.2971,4,0,01/12/2010,31/12/2099,8,16/12/2023,K7WXW
W7W/LC-061,USA - Washington,WA-Lower Columbia,Bare Mountain,1329,4360,-122.0717,45.9101,-122.0717,45.9101,4,0,01/12/2010,31/12/2099,7,06/07/2024,KD7QOW
W7W/LC-062,USA - Washington,WA-Lower Columbia,4340 Mt Continuity,1323,4340,-122.1096,45.8432,-122.1096,45.8432,4,0,01/12/2010,31/12/2099,5,29/09/2024,K7AHR
W7W/LC-063,USA - Washington,WA-Lower Columbia,Calamity Peak,1307,4287,-122.1271,45.9162,-122.1271,45.9162,4,0,01/12/2010,31/12/2099,2,06/07/2024,KD7QOW
W7W/LC-064,USA - Washington,WA-Lower Columbia,Sister Rocks,1301,4268,-122.044,45.9352,-122.044,45.9352,4,0,01/12/2010,31/12/2099,11,26/10/2024,KD7LX
W7W/LC-065,USA - Washington,WA-Lower Columbia,Spencer Butte,1294,4247,-121.9416,46.1607,-121.9416,46.1607,4,0,01/12/2010,31/12/2099,4,29/06/2024,KD7QOW
W7W/LC-066,USA - Washington,WA-Lower Columbia,Lookout Mountain,1287,4222,-122.1043,45.7997,-122.1043,45.7997,4,0,01/12/2010,31/12/2099,34,11/11/2024,KD7QOW
W7W/LC-067,USA - Washington,WA-Lower Columbia,4220 D-Layer Mtn,1286,4220,-122.0857,45.8173,-122.0857,45.8173,4,0,01/12/2010,31/12/2099,15,22/09/2024,K7AHR
W7W/LC-068,USA - Washington,WA-Lower Columbia,Big Bull,1283,4208,-122.4056,46.1774,-122.4056,46.1774,4,0,01/12/2010,31/12/2099,3,29/06/2024,K7WXW
W7W/LC-069,USA - Washington,WA-Lower Columbia,Big Huckleberry Mountain,1281,4203,-121.7836,45.8472,-121.7836,45.8472,4,0,01/12/2010,31/12/2099,25,25/06/2024,WJ7WJ
W7W/LC-070,USA - Washington,WA-Lower Columbia,Crater Benchmark,1279,4195,-121.751,45.9109,-121.751,45.9109,4,0,01/12/2010,31/12/2099,1,03/08/2014,K7ATN
W7W/LC-071,USA - Washington,WA-Lower Columbia,4180 Capacitor Pk,1274,4180,-121.788,45.8881,-121.788,45.8881,4,0,01/12/2010,31/12/2099,11,05/10/2024,KD7LX
W7W/LC-072,USA - Washington,WA-Lower Columbia,Peterson Ridge,1274,4180,-121.6408,46.0119,-121.6408,46.0119,4,0,01/12/2010,31/12/2099,5,30/06/2024,KD7LX
W7W/LC-073,USA - Washington,WA-Lower Columbia,Siouxon Peak,1271,4169,-122.1305,45.9925,-122.1305,45.9925,4,0,01/12/2010,31/12/2099,6,03/09/2024,N7LKL
W7W/LC-074,USA - Washington,WA-Lower Columbia,Crazy Hills,1269,4165,-121.858,46.0786,-121.858,46.0786,4,0,01/12/2010,31/12/2099,2,09/08/2024,KD7QOW
W7W/LC-075,USA - Washington,WA-Lower Columbia,Marble Mountain,1255,4116,-122.1291,46.1089,-122.1291,46.1089,4,0,01/12/2010,31/12/2099,1,29/05/2016,NS0TA
W7W/LC-076,USA - Washington,WA-Lower Columbia,Huffman Peak,1252,4106,-122.1627,45.9798,-122.1627,45.9798,4,0,01/12/2010,31/12/2099,4,03/09/2024,N7LKL
W7W/LC-077,USA - Washington,WA-Lower Columbia,4100 Mt Bug,1250,4100,-121.979,46.2271,-121.979,46.2271,4,0,01/12/2010,31/12/2099,0,,
W7W/LC-078,USA - Washington,WA-Lower Columbia,4100 Display Pk,1250,4100,-122.075,46.256,-122.075,46.256,4,0,01/12/2010,31/12/2099,0,,
W7W/LC-079,USA - Washington,WA-Lower Columbia,4100 Circuitboard Mtn,1250,4100,-122.0873,45.8587,-122.0873,45.8587,4,0,01/12/2010,31/12/2099,2,09/09/2024,KD7QOW
W7W/LC-080,USA - Washington,WA-Lower Columbia,4020 Break In Pk,1225,4020,-122.2875,46.132,-122.2875,46.132,4,0,01/12/2010,31/12/2099,12,19/10/2024,K7AGL
W7W/LC-081,USA - Washington,WA-Lower Columbia,Haystack Butte,1225,4020,-121.6138,46.0841,-121.6138,46.0841,4,0,01/12/2010,31/12/2099,3,20/09/2024,KD7LX
W7W/LC-082,USA - Washington,WA-Lower Columbia,Wo-Mann Butte,1213,3980,-121.6609,45.9241,-121.6609,45.9241,4,0,01/12/2010,31/12/2099,1,31/07/2021,K7DAL
W7W/LC-083,USA - Washington,WA-Lower Columbia,Mount Mitchell,1213,3980,-122.1932,46.0309,-122.1932,46.0309,4,0,01/12/2010,31/12/2099,5,21/10/2023,NS0TA
W7W/LC-084,USA - Washington,WA-Lower Columbia,Termination Point,1213,3980,-121.9627,45.9921,-121.9627,45.9921,4,0,01/12/2010,31/12/2099,8,30/06/2024,KD7QOW
W7W/LC-085,USA - Washington,WA-Lower Columbia,3977 Discriminator Pk,1212,3977,-122.2226,45.7609,-122.2226,45.7609,4,0,01/12/2010,31/12/2099,20,25/08/2024,WX7OR
W7W/LC-086,USA - Washington,WA-Lower Columbia,Mann Butte,1212,3976,-121.6432,45.9415,-121.6432,45.9415,4,0,01/12/2010,31/12/2099,1,04/09/2021,K7WXW
W7W/LC-087,USA - Washington,WA-Lower Columbia,3970 Contest Pk,1210,3970,-122.1715,46.0283,-122.1715,46.0283,4,0,01/12/2010,31/12/2099,0,,
W7W/LC-088,USA - Washington,WA-Lower Columbia,McKinley Ridge,1206,3957,-122.1702,45.7919,-122.1702,45.7919,4,0,01/12/2010,31/12/2099,18,03/10/2024,KK7NLA
W7W/LC-089,USA - Washington,WA-Lower Columbia,Saturday Rock,1201,3940,-122.163,45.8512,-122.163,45.8512,4,0,01/12/2010,31/12/2099,9,06/10/2024,KD7QOW
W7W/LC-090,USA - Washington,WA-Lower Columbia,Lakeview Peak,1179,3868,-122.4028,46.0676,-122.4028,46.0676,4,0,01/12/2010,31/12/2099,5,04/02/2024,K7AGL
W7W/LC-091,USA - Washington,WA-Lower Columbia,3860 Mt Binary,1177,3860,-122.4316,46.1681,-122.4316,46.1681,4,0,01/12/2010,31/12/2099,3,29/06/2024,K7WXW
W7W/LC-092,USA - Washington,WA-Lower Columbia,3844 Aurora Mtn,1172,3844,-122.2391,46.1341,-122.2391,46.1341,4,0,01/12/2010,31/12/2099,10,19/10/2024,K7AGL
W7W/LC-093,USA - Washington,WA-Lower Columbia,Rock Point,1164,3820,-121.9854,45.9669,-121.9854,45.9669,4,0,01/12/2010,31/12/2099,4,01/07/2023,WJ7WJ
W7W/LC-094,USA - Washington,WA-Lower Columbia,Birkenfeld Mountain,1152,3780,-122.0026,45.7161,-122.0026,45.7161,4,0,01/12/2010,31/12/2099,21,28/07/2024,K7VKK
W7W/LC-095,USA - Washington,WA-Lower Columbia,Quartz Creek Butte,1134,3719,-121.7929,46.1981,-121.7929,46.1981,4,0,01/12/2010,31/12/2099,1,03/10/2021,K7AHR
W7W/LC-096,USA - Washington,WA-Lower Columbia,3685 Condenser Mtn,1123,3685,-122.1385,45.9006,-122.1385,45.9006,4,0,01/12/2010,31/12/2099,2,27/10/2024,KD7QOW
W7W/LC-097,USA - Washington,WA-Lower Columbia,Augspurger Mountain,1118,3668,-121.7098,45.7532,-121.7098,45.7532,4,0,01/12/2010,31/12/2099,11,06/07/2024,K7WXW
W7W/LC-098,USA - Washington,WA-Lower Columbia,3660 Attenuator Pk,1116,3660,-122.1497,46.0081,-122.1497,46.0081,4,0,01/12/2010,31/12/2099,0,,
W7W/LC-099,USA - Washington,WA-Lower Columbia,Butler Butte,1090,3576,-122.4934,46.126,-122.4934,46.126,4,0,01/12/2010,31/12/2099,2,23/09/2023,K7AGL
W7W/LC-100,USA - Washington,WA-Lower Columbia,3566 Mt Diode,1087,3566,-122.4705,46.1844,-122.4705,46.1844,4,0,01/12/2010,31/12/2099,3,29/06/2024,K7WXW
W7W/LC-101,USA - Washington,WA-Lower Columbia,Three Corner Rock,1082,3550,-122.0496,45.7324,-122.0496,45.7324,4,0,01/12/2010,31/12/2099,66,10/11/2024,KD7QOW
W7W/LC-102,USA - Washington,WA-Lower Columbia,3537 Coaxial Mtn,1078,3537,-122.1622,46.1193,-122.1622,46.1193,4,0,01/12/2010,31/12/2099,4,31/12/2024,K7AGL
W7W/LC-103,USA - Washington,WA-Lower Columbia,Larch Mountain,1067,3500,-122.2959,45.7166,-122.2959,45.7166,4,0,01/12/2010,31/12/2099,105,06/12/2024,KX6I
W7W/LC-104,USA - Washington,WA-Lower Columbia,Greenleaf Peak,1043,3422,-121.9669,45.714,-121.9669,45.714,4,0,01/12/2010,31/12/2099,34,20/07/2024,K7VKK
W7W/LC-105,USA - Washington,WA-Lower Columbia,3420 Mt Beacon,1042,3420,-122.3975,46.135,-122.3975,46.135,4,0,01/12/2010,31/12/2099,3,29/06/2024,K7WXW
W7W/LC-106,USA - Washington,WA-Lower Columbia,Big Butte,1042,3420,-121.9401,45.8761,-121.9401,45.8761,4,0,01/12/2010,31/12/2099,13,13/07/2024,KD7LX
W7W/LC-107,USA - Washington,WA-Lower Columbia,Middle Butte,1042,3420,-121.9292,45.9217,-121.9292,45.9217,4,0,01/12/2010,31/12/2099,11,30/09/2023,KD7LX
W7W/LC-108,USA - Washington,WA-Lower Columbia,3387 Mt Astronaut,1032,3387,-122.4615,46.1066,-122.4615,46.1066,4,0,01/12/2010,31/12/2099,2,23/09/2023,K7AGL
W7W/LC-109,USA - Washington,WA-Lower Columbia,3321 Mt Digital,1012,3321,-122.0617,46.1427,-122.0617,46.1427,4,0,01/12/2010,31/12/2099,1,24/07/2022,ND7Y
W7W/LC-110,USA - Washington,WA-Lower Columbia,Signal Peak,1002,3286,-122.5515,46.2857,-122.5515,46.2857,4,0,01/12/2010,31/12/2099,2,10/09/2023,K7WXW
W7W/LC-111,USA - Washington,WA-Lower Columbia,Cooney Benchmark,992,3253,-122.2657,46.0021,-122.2657,46.0021,2,0,01/12/2010,31/12/2099,0,,
W7W/LC-112,USA - Washington,WA-Lower Columbia,3217 Bandwidth Mtn,981,3217,-122.4203,46.0245,-122.4203,46.0245,2,0,01/12/2010,31/12/2099,12,23/02/2024,NS0TA
W7W/LC-113,USA - Washington,WA-Lower Columbia,3053 ARRL Summit,931,3053,-122.4015,46.3455,-122.4015,46.3455,2,0,01/12/2010,31/12/2099,2,16/03/2024,K7AGL
W7W/LC-114,USA - Washington,WA-Lower Columbia,3038 DiDahDit Mtn,926,3038,-122.0899,46.0852,-122.0899,46.0852,2,0,01/12/2010,31/12/2099,0,,
W7W/LC-115,USA - Washington,WA-Lower Columbia,3020 Clarifier Pk,920,3020,-121.8649,45.8814,-121.8649,45.8814,2,0,01/12/2010,31/12/2099,5,29/11/2024,KD7QOW
W7W/LC-116,USA - Washington,WA-Lower Columbia,Wolf Point,913,2996,-122.5801,46.2118,-122.5801,46.2118,2,0,01/12/2010,31/12/2099,2,10/02/2024,K7AGL
W7W/LC-117,USA - Washington,WA-Lower Columbia,Green Knob,903,2964,-122.2571,45.9011,-122.2571,45.9011,2,0,01/12/2010,31/12/2099,0,,
W7W/LC-118,USA - Washington,WA-Lower Columbia,Davis Peak,901,2955,-122.5966,45.9933,-122.5966,45.9933,2,0,01/12/2010,31/12/2099,35,17/09/2023,NS0TA
W7W/LC-119,USA - Washington,WA-Lower Columbia,Dog Mountain,899,2948,-121.701,45.717,-121.701,45.717,2,0,01/12/2010,31/12/2099,38,22/03/2024,NA7EE
W7W/LC-120,USA - Washington,WA-Lower Columbia,Trout Creek Hill,896,2940,-121.9953,45.8367,-121.9953,45.8367,2,0,01/12/2010,31/12/2099,22,16/08/2024,W7PCT
W7W/LC-121,USA - Washington,WA-Lower Columbia,Hauk Butte,884,2900,-121.6788,45.7787,-121.6788,45.7787,2,0,01/12/2010,31/12/2099,3,20/07/2022,WJ7WJ
W7W/LC-122,USA - Washington,WA-Lower Columbia,Jack Mountain,860,2820,-122.2507,45.8399,-122.2507,45.8399,2,0,01/12/2010,31/12/2099,0,,
W7W/LC-123,USA - Washington,WA-Lower Columbia,Underwood Mountain,840,2755,-121.5811,45.7459,-121.5811,45.7459,2,0,01/12/2010,31/12/2099,4,10/05/2023,NS0TA
W7W/LC-124,USA - Washington,WA-Lower Columbia,Georges Peak,835,2740,-122.5497,46.1024,-122.5497,46.1024,2,0,01/12/2010,31/12/2099,2,23/09/2023,K7AGL
W7W/LC-125,USA - Washington,WA-Lower Columbia,2700 Circuit Pk,823,2700,-121.8927,45.8404,-121.8927,45.8404,2,0,01/12/2010,31/12/2099,2,27/04/2023,WJ7WJ
W7W/LC-126,USA - Washington,WA-Lower Columbia,Shingle Mountain,823,2700,-121.668,45.8084,-121.668,45.8084,2,0,01/12/2010,31/12/2099,3,24/03/2022,WJ7WJ
W7W/LC-127,USA - Washington,WA-Lower Columbia,Baird Mountain,821,2692,-122.6181,46.1922,-122.6181,46.1922,2,0,01/12/2010,31/12/2099,2,10/02/2024,K7AGL
W7W/LC-128,USA - Washington,WA-Lower Columbia,2643 Bandplan Pk,806,2643,-123.1774,46.3258,-123.1774,46.3258,2,0,01/12/2010,31/12/2099,0,,
W7W/LC-129,USA - Washington,WA-Lower Columbia,Abernathy Mountain,799,2620,-123.0964,46.3355,-123.0964,46.3355,2,0,01/12/2010,31/12/2099,0,,
W7W/LC-130,USA - Washington,WA-Lower Columbia,Goble Mountain,794,2604,-122.6772,46.1223,-122.6772,46.1223,2,0,01/12/2010,31/12/2099,2,25/11/2023,K7AGL
W7W/LC-131,USA - Washington,WA-Lower Columbia,Nineteen Mountain,774,2540,-122.6205,46.1304,-122.6205,46.1304,2,0,01/12/2010,31/12/2099,3,25/11/2023,K7AGL
W7W/LC-132,USA - Washington,WA-Lower Columbia,Baldy Mountain,762,2500,-122.6979,46.0928,-122.6979,46.0928,2,0,01/12/2010,31/12/2099,2,18/02/2024,K7AGL
W7W/LC-133,USA - Washington,WA-Lower Columbia,2466 Amplifier Pk,752,2466,-122.3831,46.1111,-122.3831,46.1111,2,0,01/12/2010,31/12/2099,3,29/06/2024,K7WXW
W7W/LC-134,USA - Washington,WA-Lower Columbia,Bunker Hill,738,2420,-121.9316,45.818,-121.9316,45.818,2,0,01/12/2010,31/12/2099,22,29/11/2024,KD7QOW
W7W/LC-135,USA - Washington,WA-Lower Columbia,Pilot Knob,689,2260,-121.8857,45.8015,-121.8857,45.8015,2,0,01/12/2010,31/12/2099,5,24/12/2023,KD7QOW
W7W/LC-136,USA - Washington,WA-Lower Columbia,Bells Mountain,678,2223,-122.3917,45.8136,-122.3917,45.8136,2,0,01/12/2010,31/12/2099,75,10/12/2024,KX6I
