SummitCode,RegionName,SummitName,AltM,AltFt,Latitude,Longitude,Points,BonusPoints,ActivationCount,ParcelOwner1,Region1,ParcelOwner2,Region2,ParcelOwner3,Region3,ManualAccess,ComputedAccess,RFNearby,Notes 1,ValidFrom,ValidTo,CurrentlyActive,FAYear,FAMonth,FADay,FADate,FACalls
W7W/CH-112,WA-Chelan,Saddle Bow Mountain,2259,7410,48.2626,-120.9576,8,3,0,USFS,Wenatchee NF,,,,,Open,Open,,,1. Dec. 2010,31. Dec. 2099,TRUE,1899,12,30,,
W7W/CH-113,WA-Chelan,Vie Mountain,2249,7380,48.1401,-120.4265,8,3,0,USFS,Wenatchee NF,,,,,Open,Open,,,1. Dec. 2010,31. Dec. 2099,TRUE,1899,12,30,,
W7W/CH-114,WA-Chelan,7377 Rectifier Mtn,2249,7377,47.7286,-120.9244,8,3,0,USFS,Wenatchee NF,,,,,Open,Open,,,1. Dec. 2010,30. Nov. 2016,FALSE,1899,12,30,,
W7W/CH-115,WA-Chelan,Crow Hill,2245,7366,48.0296,-120.5237,8,3,2,,,,,,,,,,,1. Dec. 2010,31. Dec. 2099,TRUE,2016,7,23,2016-07-23,"K7MAS,KG7EJT"
W7W/CH-116,WA-Chelan,7363 Good Copy Mtn,2244,7363,48.075,-120.6754,8,3,0,USFS,Wenatchee NF,,,,,Open,Open,,,1. Dec. 2010,31. Dec. 2099,TRUE,1899,12,30,,
W7W/CH-117,WA-Chelan,Boulder Butte,2240,7350,48.3229,-120.5992,8,3,0,NPS,Lake Chelan NRA,,,,,Open,Open,,,1. Dec. 2010,31. Dec. 2099,TRUE,1899,12,30,,
W7W/CH-118,WA-Chelan,Tinpan Mountain,2262,7422,48.1685,-120.7344,8,3,0,USFS,Wenatchee NF,,,,,Open,Open,,,1. Dec. 2010,31. Dec. 2099,TRUE,1899,12,30,,
W7W/CH-119,WA-Chelan,Cape Horn,2230,7316,47.6571,-120.9178,8,3,2,,,,,,,,,,,1. Dec. 2010,31. Dec. 2099,TRUE,2018,8,18,2018-08-18,WU7H
W7W/CH-120,WA-Chelan,West Three Brothers,2226,7303,47.4233,-120.7757,8,3,7,,,,,,,,,,,1. Dec. 2010,31. Dec. 2099,TRUE,2015,5,31,2015-05-31,"KG7EJT,K7MAS"
W7W/CH-121,WA-Chelan,Edward Peak,2225,7300,47.5174,-120.7607,8,3,0,USFS,Wenatchee NF,,,,,Open,Open,,,1. Dec. 2010,31. Dec. 2099,TRUE,1899,12,30,,
W7W/CH-122,WA-Chelan,Mount Saul,2225,7300,48.0018,-121.0231,8,3,0,USFS,Wenatchee NF,,,,,Open,Open,,,1. Dec. 2010,31. Dec. 2099,TRUE,1899,12,30,,
W7W/CH-123,WA-Chelan,Graham Mountain,2224,7297,48.0573,-120.5311,8,3,3,,,,,,,,,,,1. Dec. 2010,31. Dec. 2099,TRUE,2016,7,24,2016-07-24,"K7MAS,KG7EJT"
W7W/CH-124,WA-Chelan,Whittier Peak,2219,7281,47.9471,-121.0315,8,3,0,USFS,Wenatchee NF,,,,,Open,Open,,,1. Dec. 2010,31. Dec. 2099,TRUE,1899,12,30,,
W7W/CH-125,WA-Chelan,7277 Static Mtn,2218,7277,48.0781,-120.7487,8,3,0,USFS,Wenatchee NF,,,,,Open,Open,,,1. Dec. 2010,30. Nov. 2016,FALSE,1899,12,30,,
W7W/CH-126,WA-Chelan,Rainbow Ridge,2206,7237,48.4089,-120.7046,8,3,0,NPS,Lake Chelan NRA,,,,,Open,Open,,,1. Dec. 2010,31. Dec. 2099,TRUE,1899,12,30,,
W7W/CH-127,WA-Chelan,7235 Sopa Peak,2205,7235,47.9919,-120.9302,8,3,0,USFS,Wenatchee NF,,,,,Open,Open,,,1. Dec. 2010,31. Dec. 2099,TRUE,1899,12,30,,
W7W/CH-128,WA-Chelan,Glory Mountain,2203,7228,48.4321,-120.9801,8,3,0,NPS,North Cascades NP,USFS,Wenatchee NF,,,Open,Open,,,1. Dec. 2010,31. Dec. 2099,TRUE,1899,12,30,,
W7W/CH-129,WA-Chelan,Rimrock Ridge East,2202,7224,48.3748,-120.9766,8,3,0,USFS,Wenatchee NF,,,,,Open,Open,,,1. Dec. 2010,30. Nov. 2016,FALSE,1899,12,30,,
W7W/CH-130,WA-Chelan,7220 Circuit Mtn,2201,7220,48.3031,-120.8326,8,3,0,USFS,Wenatchee NF,,,,,Open,Open,,,1. Dec. 2010,31. Dec. 2099,TRUE,1899,12,30,,
W7W/CH-131,WA-Chelan,Seven Sisters (HP),2195,7203,48.3774,-120.9342,8,3,0,USFS,Wenatchee NF,,,,,Open,Open,,,1. Dec. 2010,31. Dec. 2099,TRUE,1899,12,30,,
W7W/CH-132,WA-Chelan,Stormy Mountain,2194,7198,47.8979,-120.3522,8,3,12,,,,,,,,,,,1. Dec. 2010,31. Dec. 2099,TRUE,2014,10,9,2014-10-09,N7RR
W7W/CH-133,WA-Chelan,Rimrock Ridge West,2188,7180,48.3722,-121.0006,8,3,0,USFS,Wenatchee NF,,,,,Open,Open,,,1. Dec. 2010,31. Dec. 2099,TRUE,1899,12,30,,
W7W/CH-134,WA-Chelan,Harding Mountain,2186,7173,47.5276,-120.9859,8,3,0,USFS,Wenatchee NF,,,,,Open,Open,,,1. Dec. 2010,31. Dec. 2099,TRUE,1899,12,30,,
W7W/CH-135,WA-Chelan,Twisp Mountain,2183,7161,48.4612,-120.6509,8,3,0,NPS,North Cascades NP,USFS,Okanogan NF,,,Open,Open,,,1. Dec. 2010,31. Dec. 2099,TRUE,1899,12,30,,
W7W/CH-136,WA-Chelan,Lucerne Mountain,2179,7150,48.2103,-120.6903,8,3,0,USFS,Wenatchee NF,,,,,Open,Open,,,1. Dec. 2010,31. Dec. 2099,TRUE,1899,12,30,,
W7W/CH-137,WA-Chelan,Pelton Peak,2176,7140,48.4487,-121.0326,8,3,0,NPS,North Cascades NP,,,,,Open,Open,,,1. Dec. 2010,31. Dec. 2099,TRUE,1899,12,30,,
W7W/CH-138,WA-Chelan,7140 Halleluja Peak,2176,7140,48.4337,-120.987,8,3,0,NPS,North Cascades NP,USFS,Wenatchee NF,,,Open,Open,,,1. Dec. 2010,31. Dec. 2099,TRUE,1899,12,30,,
W7W/CH-139,WA-Chelan,7140 Circuitboard Mtn,2176,7140,48.3143,-120.818,8,3,0,USFS,Wenatchee NF,,,,,Open,Open,,,1. Dec. 2010,30. Nov. 2016,FALSE,1899,12,30,,
W7W/CH-140,WA-Chelan,Fourmile Ridge,2173,7128,47.9452,-120.4491,8,3,0,USFS,Wenatchee NF,,,,,Open,Open,,,1. Dec. 2010,31. Dec. 2099,TRUE,1899,12,30,,
W7W/CH-141,WA-Chelan,Big Goat Mountain,2170,7120,48.1033,-120.4144,8,3,0,USFS,Wenatchee NF,,,,,Open,Open,,,1. Dec. 2010,31. Dec. 2099,TRUE,1899,12,30,,
W7W/CH-142,WA-Chelan,Carne Mountain,2164,7100,48.0885,-120.803,8,3,10,,,,,,,,,,,1. Dec. 2010,31. Dec. 2099,TRUE,2015,10,16,2015-10-16,KG7EJT
W7W/CH-143,WA-Chelan,7100 Capacitor Mtn,2164,7100,48.4118,-121.0132,8,3,0,USFS,Wenatchee NF,,,,,Open,Open,,,1. Dec. 2010,31. Dec. 2099,TRUE,1899,12,30,,
W7W/CH-144,WA-Chelan,7100 Resistor Mtn,2164,7100,48.3827,-120.969,8,3,0,USFS,Wenatchee NF,,,,,Open,Open,,,1. Dec. 2010,31. Dec. 2099,TRUE,1899,12,30,,
W7W/CH-145,WA-Chelan,Old Gib Mountain,2155,7071,48.0579,-120.7942,8,3,0,USFS,Wenatchee NF,,,,,Open,Open,,,1. Dec. 2010,31. Dec. 2099,TRUE,1899,12,30,,
W7W/CH-146,WA-Chelan,Mount Howard,2153,7063,47.8145,-120.9545,8,3,1,,,,,,,,,,,1. Dec. 2010,31. Dec. 2099,TRUE,2023,8,31,2023-08-31,KJ7RTO
W7W/CH-147,WA-Chelan,Icicle Ridge,2142,7029,47.591,-120.7671,8,3,7,,,,,,,,,,,1. Dec. 2010,31. Dec. 2099,TRUE,2014,8,29,2014-08-29,NU7A
W7W/CH-148,WA-Chelan,Highchair Mountain,2138,7016,47.5678,-120.993,8,3,0,USFS,Wenatchee NF,,,,,Open,Open,,,1. Dec. 2010,31. Dec. 2099,TRUE,1899,12,30,,
W7W/CH-149,WA-Chelan,Tyee Ridge,2133,6998,47.8853,-120.5239,8,3,12,,,,,,,,,,,1. Dec. 2010,31. Dec. 2099,TRUE,2016,7,10,2016-07-10,WW7D
W7W/CH-150,WA-Chelan,6980 Integrated Circuit Mtn,2128,6980,48.4359,-120.8059,8,3,0,NPS,North Cascades NP,,,,,Open,Open,,,1. Dec. 2010,31. Dec. 2099,TRUE,1899,12,30,,
W7W/CH-151,WA-Chelan,The Trap,2128,6980,48.4308,-121.0082,8,3,0,NPS,North Cascades NP,USFS,Wenatchee NF,,,Open,Open,,,1. Dec. 2010,31. Dec. 2099,TRUE,1899,12,30,,
W7W/CH-152,WA-Chelan,Tolo Mountain,2113,6931,48.3953,-120.8962,8,3,0,NPS,North Cascades NP,USFS,Wenatchee NF,,,Open,Open,,,1. Dec. 2010,31. Dec. 2099,TRUE,1899,12,30,,
W7W/CH-153,WA-Chelan,Crook Mountain,2112,6930,47.9399,-120.8395,8,3,0,USFS,Wenatchee NF,,,,,Open,Open,,,1. Dec. 2010,31. Dec. 2099,TRUE,1899,12,30,,
W7W/CH-154,WA-Chelan,6913 Mount Sylvester,2107,6913,47.9551,-120.8516,8,3,0,USFS,Wenatchee NF,,,,,Open,Open,,,1. Dec. 2010,31. Dec. 2099,TRUE,1899,12,30,,
W7W/CH-155,WA-Chelan,6907 Tyee Ridge Middle Peak,2105,6907,47.8842,-120.5079,8,3,15,,,,,,,,,,,1. Dec. 2010,31. Dec. 2099,TRUE,2016,7,10,2016-07-10,WW7D
W7W/CH-156,WA-Chelan,Rock Mountain,2091,6860,47.7998,-120.9744,8,3,12,,,,,,,,,,,1. Dec. 2010,31. Dec. 2099,TRUE,2014,8,16,2014-08-16,NU7A
W7W/CH-157,WA-Chelan,Klone Peak,2079,6820,47.9618,-120.6209,8,3,1,,,,,,,,,,,1. Dec. 2010,31. Dec. 2099,TRUE,2017,9,13,2017-09-13,NU7A
W7W/CH-158,WA-Chelan,Bulls Tooth,2091,6860,47.6829,-121.0034,8,3,0,USFS,Wenatchee NF,,,,,Open,Open,,,1. Dec. 2010,31. Dec. 2099,TRUE,1899,12,30,,
W7W/CH-159,WA-Chelan,Bootjack Mountain,2069,6789,47.5788,-120.9635,8,3,6,,,,,,,,,,,1. Dec. 2010,31. Dec. 2099,TRUE,2015,7,14,2015-07-14,NU7A
W7W/CH-160,WA-Chelan,Kelly Mountain,2067,6780,47.9532,-120.6099,8,3,0,USFS,Wenatchee NF,,,,,Open,Open,,,1. Dec. 2010,31. Dec. 2099,TRUE,1899,12,30,,
W7W/CH-161,WA-Chelan,French Ridge,2063,6767,47.6022,-121.0756,8,3,0,USFS,Wenatchee NF,,,,,Open,Open,,,1. Dec. 2010,31. Dec. 2099,TRUE,1899,12,30,,
W7W/CH-162,WA-Chelan,Jim Hill Mountain,2062,6765,47.7379,-121.0096,8,3,0,USFS,Wenatchee NF,,,,,Open,Open,,,1. Dec. 2010,31. Dec. 2099,TRUE,1899,12,30,,
W7W/CH-163,WA-Chelan,Dad-DY Peak,2062,6764,47.9751,-120.8473,8,3,0,USFS,Wenatchee NF,,,,,Open,Open,,,1. Dec. 2010,31. Dec. 2099,TRUE,1899,12,30,,
W7W/CH-164,WA-Chelan,Painters Thumb,2056,6744,47.6752,-120.8509,8,3,0,USFS,Wenatchee NF,,,,,Open,Open,,,1. Dec. 2010,31. Dec. 2099,TRUE,1899,12,30,,
W7W/CH-165,WA-Chelan,6716 Shetipo Point,2047,6716,47.9969,-120.6816,8,3,0,USFS,Wenatchee NF,,,,,Open,Open,,,1. Dec. 2010,31. Dec. 2099,TRUE,1899,12,30,,
W7W/CH-166,WA-Chelan,Thor Peak,2074,6804,47.6583,-121.1076,8,3,0,USFS,Wenatchee NF,,,,,Open,Open,,,1. Dec. 2010,31. Dec. 2099,TRUE,1899,12,30,,
W7W/CH-167,WA-Chelan,Cougar Mountain,2042,6701,47.8913,-120.5809,8,3,2,,,,,,,,,,,1. Dec. 2010,31. Dec. 2099,TRUE,2021,9,11,2021-09-11,"WW7D,WU7H"
W7W/CH-168,WA-Chelan,Tyee Mountain,2028,6654,47.8641,-120.4713,8,3,19,,,,,,,,,,,1. Dec. 2010,31. Dec. 2099,TRUE,2016,7,10,2016-07-10,WW7D
W7W/CH-169,WA-Chelan,Bolt Peak,2016,6613,48.0439,-121.0426,8,3,0,USFS,Wenatchee NF,,,,,Open,Open,,,1. Dec. 2010,31. Dec. 2099,TRUE,1899,12,30,,
W7W/CH-170,WA-Chelan,Chikamin Ridge,2012,6602,47.9717,-120.6796,8,3,2,,,,,,,,,,,1. Dec. 2010,31. Dec. 2099,TRUE,2024,7,18,2024-07-18,"AC7MA,WW7D"
W7W/CH-171,WA-Chelan,Longfellow Mountain,2005,6577,47.9387,-121.0598,8,3,0,USFS,Wenatchee NF,,,,,Open,Open,,,1. Dec. 2010,31. Dec. 2099,TRUE,1899,12,30,,
W7W/CH-172,WA-Chelan,Frosty Mountain,1981,6500,47.674,-120.9703,6,3,0,USFS,Wenatchee NF,,,,,Open,Open,,,1. Dec. 2010,31. Dec. 2099,TRUE,1899,12,30,,
W7W/CH-173,WA-Chelan,6435 Resistance Mtn,1961,6435,48.0056,-120.9956,6,3,0,USFS,Wenatchee NF,,,,,Open,Open,,,1. Dec. 2010,31. Dec. 2099,TRUE,1899,12,30,,
W7W/CH-174,WA-Chelan,Bryant Peak,1951,6401,47.9593,-121.0726,6,3,0,USFS,Wenatchee NF,,,,,Open,Open,,,1. Dec. 2010,31. Dec. 2099,TRUE,1899,12,30,,
W7W/CH-175,WA-Chelan,6389 Mad Lake Point,1947,6389,47.9302,-120.6591,6,3,2,,,,,,,,,,,1. Dec. 2010,31. Dec. 2099,TRUE,2021,9,11,2021-09-11,"WW7D,WU7H"
W7W/CH-176,WA-Chelan,Labyrinth Mountain,1943,6376,47.8529,-121.0431,6,3,20,,,,,,,,,,,1. Dec. 2010,31. Dec. 2099,TRUE,2014,10,2,2014-10-02,N7RR
W7W/CH-177,WA-Chelan,6359 Single Lever Mtn,1938,6359,47.8982,-120.9664,6,3,0,USFS,Wenatchee NF,,,,,Open,Open,,,1. Dec. 2010,31. Dec. 2099,TRUE,1899,12,30,,
W7W/CH-178,WA-Chelan,Swallow Tail,1925,6317,47.6362,-121.1003,6,3,0,USFS,Wenatchee NF,,,,,Open,Open,,,1. Dec. 2010,31. Dec. 2099,TRUE,1899,12,30,,
W7W/CH-179,WA-Chelan,Lemool Mountain,1915,6284,47.6948,-121.0285,6,3,1,,,,,,,,,,,1. Dec. 2010,31. Dec. 2099,TRUE,2018,8,16,2018-08-16,WU7H
W7W/CH-180,WA-Chelan,Dirtyface Peak,1908,6260,47.8712,-120.8251,6,3,0,USFS,Wenatchee NF,,,,,Open,Open,,,1. Dec. 2010,31. Dec. 2099,TRUE,1899,12,30,,
W7W/CH-181,WA-Chelan,Alpine Lookout,1900,6235,47.812,-120.8644,6,3,9,,,,,,,,,,,1. Dec. 2010,31. Dec. 2099,TRUE,2014,8,7,2014-08-07,NU7A
W7W/CH-182,WA-Chelan,Dirtyface Benchmark,1897,6223,47.8677,-120.8154,6,3,0,USFS,Wenatchee NF,,,,,Open,Open,,,1. Dec. 2010,31. Dec. 2099,TRUE,1899,12,30,,
W7W/CH-183,WA-Chelan,Fox Peak,1894,6213,48.0884,-120.2331,6,3,9,,,,,,,,,,,1. Dec. 2010,31. Dec. 2099,TRUE,2020,8,1,2020-08-01,KJ7ARG
W7W/CH-184,WA-Chelan,6100Poison Peak,1859,6100,48.0739,-120.1831,6,3,10,,,,,,,,,,,1. Dec. 2010,31. Dec. 2099,TRUE,2020,5,23,2020-05-23,"KD7JB,KJ7ARG"
W7W/CH-185,WA-Chelan,Arrowhead Mountain,1838,6030,47.7577,-120.9658,6,3,1,,,,,,,,,,,1. Dec. 2010,31. Dec. 2099,TRUE,2022,1,23,2022-01-23,WX7EMT
W7W/CH-186,WA-Chelan,Rainbow Mountain,1847,6060,48.3773,-120.7131,6,3,0,NPS,Lake Chelan NRA,,,,,Open,Open,,,1. Dec. 2010,31. Dec. 2099,TRUE,1899,12,30,,
W7W/CH-187,WA-Chelan,Basalt Peak,1830,6004,47.9762,-120.7482,6,3,1,,,,,,,,,,,1. Dec. 2010,31. Dec. 2099,TRUE,2023,9,22,2023-09-22,K7HO
W7W/CH-188,WA-Chelan,Estes Butte,1816,5957,48.0213,-120.7952,6,3,0,USFS,Wenatchee NF,,,,,Open,Open,,,1. Dec. 2010,31. Dec. 2099,TRUE,1899,12,30,,
W7W/CH-189,WA-Chelan,5937 Irving Peak-North Peak,1810,5937,47.9054,-121.015,6,3,0,USFS,Wenatchee NF,,,,,Open,Open,,,1. Dec. 2010,31. Dec. 2099,TRUE,1899,12,30,,
W7W/CH-190,WA-Chelan,5925 Daedalus,1806,5925,47.8428,-121.061,6,3,0,USFS,Wenatchee NF,,,,,Open,Open,,,1. Dec. 2010,31. Dec. 2099,TRUE,1899,12,30,,
W7W/CH-191,WA-Chelan,5882 Wenatchee Ridge-South Peak,1793,5882,47.8916,-120.9914,6,3,0,USFS,Wenatchee NF,,,,,Open,Open,,,1. Dec. 2010,31. Dec. 2099,TRUE,1899,12,30,,
W7W/CH-192,WA-Chelan,Big Chief Mountain,1786,5858,47.7463,-121.0669,6,3,19,,,,,,,,,,,1. Dec. 2010,31. Dec. 2099,TRUE,2015,9,11,2015-09-11,K7MAS
W7W/CH-193,WA-Chelan,Lichtenberg Mountain,1781,5844,47.7881,-121.0912,6,3,3,,,,,,,,,,,1. Dec. 2010,31. Dec. 2099,TRUE,2019,7,26,2019-07-26,N7KRN
W7W/CH-194,WA-Chelan,Cady Ridge,1773,5816,47.9557,-121.1319,6,3,2,USFS,Wenatchee NF,,,,,Open,Open,,,1. Dec. 2010,31. Dec. 2099,TRUE,2025,7,29,2025-07-29,"AC7MA,K7JRO"
W7W/CH-195,WA-Chelan,Sugarloaf Peak,1772,5814,47.7574,-120.5279,6,3,68,,,,,,,,,,,1. Dec. 2010,31. Dec. 2099,TRUE,2015,6,11,2015-06-11,KY7S
W7W/CH-196,WA-Chelan,Chumstick Mountain,1771,5810,47.6505,-120.4511,6,3,61,,,,,,,,,,,1. Dec. 2010,31. Dec. 2099,TRUE,2015,6,11,2015-06-11,KY7S
W7W/CH-197,WA-Chelan,5774 Entiat Ridge Peak,1760,5774,47.6181,-120.4086,6,3,46,,,,,,,,,,,1. Dec. 2010,31. Dec. 2099,TRUE,2015,6,11,2015-06-11,KY7S
W7W/CH-198,WA-Chelan,5770 Contest Mtn,1759,5770,47.8566,-121.1462,6,3,1,,,,,,,,,,,1. Dec. 2010,31. Dec. 2099,TRUE,2018,8,13,2018-08-13,WU7H
W7W/CH-199,WA-Chelan,5754 Aegeus,1754,5754,47.8356,-121.0091,6,3,2,,,,,,,,,,,1. Dec. 2010,31. Dec. 2099,TRUE,2024,9,19,2024-09-19,"AC7MA,WW7D"
W7W/CH-200,WA-Chelan,5715 High Power Mtn,1742,5715,47.8866,-120.9352,6,3,0,USFS,Wenatchee NF,,,,,Open,Open,,,1. Dec. 2010,31. Dec. 2099,TRUE,1899,12,30,,
W7W/CH-201,WA-Chelan,5687 Low Power Mtn,1733,5687,47.9376,-120.8,6,3,0,USFS,Wenatchee NF,,,,,Open,Open,,,1. Dec. 2010,31. Dec. 2099,TRUE,1899,12,30,,
W7W/CH-202,WA-Chelan,Slide Peak,1706,5598,47.914,-120.2656,6,3,7,,,,,,,,,,,1. Dec. 2010,31. Dec. 2099,TRUE,2014,10,8,2014-10-08,N7RR
W7W/CH-203,WA-Chelan,Fall Mountain,1705,5594,47.8859,-121.1301,6,3,3,,,,,,,,,,,1. Dec. 2010,31. Dec. 2099,TRUE,2018,8,12,2018-08-12,WU7H
W7W/CH-204,WA-Chelan,Nason Ridge,1700,5576,47.7984,-121.0461,6,3,30,,,,,,,,,,,1. Dec. 2010,31. Dec. 2099,TRUE,2014,9,21,2014-09-21,N7KRN
W7W/CH-205,WA-Chelan,Estes Butte Lookout,1645,5397,47.9951,-120.7929,6,3,6,,,,,,,,,,,1. Dec. 2010,31. Dec. 2099,TRUE,2014,9,4,2014-09-04,NU7A
W7W/CH-206,WA-Chelan,5221 Twin Lead Mtn,1591,5221,47.6861,-120.4879,6,3,55,,,,,,,,,,,1. Dec. 2010,31. Dec. 2099,TRUE,2015,6,11,2015-06-11,KY7S
W7W/CH-207,WA-Chelan,Mission Ridge,1513,4963,47.3278,-120.4607,6,3,12,,,,,,,,,,,1. Dec. 2010,31. Dec. 2099,TRUE,2015,10,6,2015-10-06,NU7A
W7W/CH-208,WA-Chelan,Burch Mountain,1509,4951,47.5821,-120.3937,6,3,34,,,,,,,,,,,1. Dec. 2010,31. Dec. 2099,TRUE,2018,6,15,2018-06-15,"WU7H,WX7EMT"
W7W/CH-209,WA-Chelan,Roughhouse Mountain,1457,4780,47.3559,-120.6744,4,0,42,,,,,,,,,,,1. Dec. 2010,31. Dec. 2099,TRUE,2016,7,13,2016-07-13,"AC7MA,WA7NCL"
W7W/CH-210,WA-Chelan,Tiptop,1457,4780,47.4403,-120.6086,4,0,1,,,,,,,,,,,1. Dec. 2010,31. Dec. 2099,TRUE,2019,4,27,2019-04-27,WX7EMT
W7W/CH-211,WA-Chelan,Blag Mountain,1429,4687,47.6019,-120.5097,4,0,19,,,,,,,,,,,1. Dec. 2010,31. Dec. 2099,TRUE,2017,5,19,2017-05-19,"KG7EJT,K7MAS"
W7W/CH-212,WA-Chelan,Horse Lake Mountain,1420,4660,47.4195,-120.4438,4,0,13,,,,,,,,,,,1. Dec. 2010,31. Dec. 2099,TRUE,2017,4,28,2017-04-28,NU7A
W7W/CH-213,WA-Chelan,4523 Pant-Leg Peak,1379,4523,48.0467,-120.3047,4,0,1,,,,,,,,,,,1. Dec. 2010,31. Dec. 2099,TRUE,2024,10,19,2024-10-19,WA7BEN
W7W/CH-214,WA-Chelan,Tumwater Mountain,1372,4500,47.6164,-120.7013,4,0,20,,,,,,,,,,,1. Dec. 2010,31. Dec. 2099,TRUE,2015,10,21,2015-10-21,NU7A
W7W/CH-215,WA-Chelan,Round Mountain,1335,4379,48.229,-120.5724,4,0,0,USFS,Wenatchee NF,,,,,Open,Open,,,1. Dec. 2010,31. Dec. 2099,TRUE,1899,12,30,,
W7W/CH-216,WA-Chelan,Humility Hill,1328,4358,47.6229,-120.5217,4,0,4,,,,,,,,,,,1. Dec. 2010,31. Dec. 2099,TRUE,2017,5,19,2017-05-19,"KG7EJT,K7MAS"
W7W/CH-217,WA-Chelan,4218 Sideband Mtn,1286,4218,47.7254,-120.7935,4,0,0,Chelan Resources LLC,,,,,,Unstated,Unstated,,,1. Dec. 2010,31. Dec. 2099,TRUE,1899,12,30,,
W7W/CH-218,WA-Chelan,Natapoc Mountain,1286,4220,47.7442,-120.7095,4,0,1,,,,,,,,,,,1. Dec. 2010,31. Dec. 2099,TRUE,2020,7,19,2020-07-19,K7HO
W7W/CH-219,WA-Chelan,4133 Windy Hill,1260,4133,47.8072,-120.4424,4,0,13,,,,,,,,,,,1. Dec. 2010,31. Dec. 2099,TRUE,2016,7,11,2016-07-11,WW7D
W7W/CH-220,WA-Chelan,Domke Mountain,1240,4067,48.1761,-120.5636,4,0,0,USFS,Wenatchee NF,,,,,Open,Open,,,1. Dec. 2010,31. Dec. 2099,TRUE,1899,12,30,,
W7W/CH-221,WA-Chelan,Tibbetts Mountain,1254,4115,47.5729,-120.4887,4,0,38,,,,,,,,,,,1. Dec. 2010,31. Dec. 2099,TRUE,2017,4,29,2017-04-29,K7MAS
W7W/CH-222,WA-Chelan,3855 Spectrum Mtn,1175,3855,47.6728,-120.5609,4,0,21,,,,,,,,,,,1. Dec. 2010,31. Dec. 2099,TRUE,2020,6,6,2020-06-06,"WW7D,WU7H"
W7W/CH-223,WA-Chelan,Chelan Butte,1169,3835,47.807,-120.034,4,0,31,,,,,,,,,,,1. Dec. 2010,31. Dec. 2099,TRUE,2013,6,8,2013-06-08,WT0F
W7W/CH-224,WA-Chelan,3755 Frequency Mtn,1145,3755,47.7644,-120.2691,4,0,7,USFS,Wenatchee NF,,,,,Open,Open,,,1. Dec. 2010,31. Dec. 2099,TRUE,2025,4,19,2025-04-19,"KK7ULL,KC7EPG,KK7UIX,KK7UKE"
W7W/CH-225,WA-Chelan,Bear Mountain,1103,3620,47.8323,-120.1662,4,0,6,,,,,,,,,,,1. Dec. 2010,31. Dec. 2099,TRUE,2021,11,7,2021-11-07,K7NCM
W7W/CH-226,WA-Chelan,Sheep Rock,1067,3500,47.4029,-120.4806,4,0,0,USFS,Wenatchee NF,,,,,Open,Open,,,1. Dec. 2010,31. Dec. 2099,TRUE,1899,12,30,,
W7W/CH-227,WA-Chelan,Fourth of July Mountain,1078,3537,47.9622,-120.1634,4,0,14,,,,,,,,,,,1. Dec. 2010,31. Dec. 2099,TRUE,2016,9,10,2016-09-10,K7MAS
W7W/CH-228,WA-Chelan,3500 Camas Mountain,1067,3500,47.4892,-120.5956,4,0,23,,,,,,,,,,,1. Dec. 2010,31. Dec. 2099,TRUE,2015,4,25,2015-04-25,N7KRN
W7W/CH-229,WA-Chelan,3380 Full Wave Mtn,1030,3380,47.6805,-120.7474,4,0,2,,,,,,,,,,,1. Dec. 2010,31. Dec. 2099,TRUE,2019,4,28,2019-04-28,"K7MAS,KG7EJT"
W7W/CH-230,WA-Chelan,3380 Half Wave Mtn,1030,3380,47.938,-120.1317,4,0,5,,,,,,,,,,,1. Dec. 2010,31. Dec. 2099,TRUE,2021,12,8,2021-12-08,K7NCM
W7W/CH-231,WA-Chelan,Dick Mesa,1011,3318,47.691,-120.2703,4,0,4,,,,,,,,,,,1. Dec. 2010,31. Dec. 2099,TRUE,2019,4,5,2019-04-05,KJ7ARG
W7W/CH-232,WA-Chelan,3276 Keyboard Hill,999,3276,47.4511,-120.517,2,0,0,USFS,Wenatchee NF,,,,,Open,Open,,,1. Dec. 2010,31. Dec. 2099,TRUE,1899,12,30,,
W7W/CH-233,WA-Chelan,3271 Natapoc Mountain,997,3271,47.709,-120.7271,2,0,0,USFS,Wenatchee NF,,,,,Open,Open,,,1. Dec. 2010,31. Dec. 2099,TRUE,1899,12,30,,
W7W/CH-234,WA-Chelan,3100 Plain Ridge,945,3100,47.7598,-120.6338,2,0,2,,,,,,,,,,,1. Dec. 2010,31. Dec. 2099,TRUE,2020,6,19,2020-06-19,KA7GPP
W7W/CH-235,WA-Chelan,2860 Beaver Hill,872,2860,47.7462,-120.6487,2,0,8,,,,,,,,,,,1. Dec. 2010,31. Dec. 2099,TRUE,2018,6,17,2018-06-17,WB6NXJ
W7W/CH-236,WA-Chelan,2854 Activator Hill,870,2854,47.8313,-120.6345,2,0,0,USFS,Wenatchee NF,,,,,Open,Open,,,1. Dec. 2010,30. Nov. 2016,FALSE,1899,12,30,,
W7W/CH-237,WA-Chelan,Loop Hill,835,2740,47.829,-120.6867,2,0,10,,,,,,,,,,,1. Dec. 2010,31. Dec. 2099,TRUE,2019,2,23,2019-02-23,KB6ZSB
W7W/CH-238,WA-Chelan,Bee Sting Hill,812,2665,47.7771,-120.6443,2,0,4,,,,,,,,,,,1. Dec. 2010,31. Dec. 2099,TRUE,2022,10,12,2022-10-12,K7HO
