V2,KK7LHY/P,W7W/KG-060,21/10/2023,17:33,144MHz,FM,KE7JWP,,"57 to me, 59 from me, Chuck at Redmond Ridge"
V2,KK7LHY/P,W7W/KG-060,21/10/2023,17:35,144MHz,FM,WU7H/P,,"47 to me, 55 from me, Josh on the way to an activation"
V2,KK7LHY/P,W7W/KG-060,21/10/2023,17:36,144MHz,FM,WW7D/P,,"57 to me, 57 from me, Darryl w/Josh"
V2,KK7LHY/P,W7W/KG-074,21/10/2023,19:25,144MHz,FM,N7NWT,,"146.56, 55 to me, 55 from me, Nathan remote in Atlanta using station in Tacoma, my station: FT-1900R mobile unit at 50 watts into 146-3BP yagi"
V2,KK7LHY/P,W7W/KG-074,21/10/2023,19:26,144MHz,FM,VA7OTC,,"54 to me, 54 from me, John in Victoria B.C. Canada"
V2,KK7LHY/P,W7W/KG-074,21/10/2023,19:28,144MHz,FM,AC7MA,,"42 to me, 55 from me, Rich in Redmond"
V2,KK7LHY/P,W7W/KG-074,21/10/2023,19:31,144MHz,FM,WX7EMT,,"41 to me, 59 from me, Chris in Enumclaw, his station: handheld at 5 watts"
V2,KK7LHY/P,W7W/KG-074,21/10/2023,19:33,144MHz,FM,WA7GNP,,"57 to me, 59 from me, Jerry in Kent"
V2,KK7LHY/P,W7W/KG-074,21/10/2023,19:36,144MHz,FM,WW7D/P,,"57 to me, 59 from me, Darryl on ReJoyce Peak"
V2,KK7LHY/P,W7W/KG-074,21/10/2023,19:38,144MHz,FM,WU7H/P,,"57 to me, 59 from me, Josh w/Darryl"
V2,KK7LHY/P,W7W/KG-074,21/10/2023,19:49,144MHz,FM,W7NN,,"59 to me, 59 from me, Ron near Olympia"
V2,KK7LHY/P,W7W/KG-074,21/10/2023,20:06,144MHz,FM,KG7EJT/P,,"59 to me, 59 from me, Tim on Snoqualmie Mountain, my station: QRZ-1 handheld at 5 watts into SMA-24 1/4-wave"
